treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78
1,18,6,1,0,0,1,0.0,0.0,0.0
1,25,12,1,0,0,0,0.0,0.0,11965.81
1,28,15,1,0,0,0,0.0,0.0,9598.541
1,25,11,0,0,0,1,0.0,0.0,18783.35
1,22,12,1,0,0,0,0.0,0.0,18678.08
1,21,9,1,0,0,1,0.0,0.0,0.0
1,40,11,1,0,0,1,0.0,0.0,23005.6
1,22,11,1,0,0,1,0.0,0.0,6456.697
1,25,12,1,0,0,0,0.0,0.0,0.0
1,18,12,1,0,0,0,0.0,0.0,2321.107
1,38,12,0,0,0,0,0.0,0.0,4941.849
1,27,13,1,0,0,0,0.0,0.0,0.0
1,27,8,1,0,0,1,0.0,0.0,0.0
1,38,11,1,0,0,1,0.0,0.0,0.0
1,23,8,0,1,0,1,0.0,0.0,3881.284
1,26,11,1,0,0,1,0.0,0.0,17230.96
1,21,12,0,0,0,0,0.0,0.0,8048.603
1,25,8,1,0,0,1,0.0,0.0,0.0
1,31,11,1,0,1,1,0.0,0.0,14509.93
1,17,10,1,0,0,1,0.0,0.0,0.0
1,25,11,1,0,0,1,0.0,0.0,0.0
1,21,12,1,0,0,0,0.0,0.0,9983.784
1,44,11,1,0,0,1,0.0,0.0,0.0
1,25,12,0,0,0,0,0.0,0.0,5587.503
1,18,9,1,0,0,1,0.0,0.0,4482.845
1,42,12,1,0,0,0,0.0,0.0,2456.153
1,25,10,1,0,0,1,0.0,0.0,0.0
1,31,9,0,1,0,1,0.0,0.0,26817.6
1,24,10,1,0,0,1,0.0,0.0,0.0
1,26,10,1,0,0,1,0.0,0.0,9265.788
1,25,11,1,0,0,1,0.0,0.0,485.2298
1,18,11,1,0,0,1,0.0,0.0,4814.627
1,19,11,1,0,0,1,0.0,0.0,7458.105
1,43,9,1,0,0,1,0.0,0.0,0.0
1,27,13,1,0,0,0,0.0,0.0,34099.28
1,17,9,1,0,0,1,0.0,0.0,1953.268
1,30,11,1,0,0,1,0.0,0.0,0.0
1,26,10,1,0,1,1,2027.999,0.0,0.0
1,20,9,1,0,0,1,6083.994,0.0,8881.665
1,17,9,0,1,0,1,445.1704,74.34345,6210.67
1,20,12,1,0,0,0,989.2678,165.2077,0.0
1,18,11,1,0,0,1,858.2543,214.5636,929.8839
1,27,12,1,0,1,0,3670.872,334.0493,0.0
1,21,12,0,0,0,0,3670.872,334.0494,12558.02
1,27,12,1,0,0,0,2143.413,357.9499,22163.25
1,20,12,1,0,0,0,0.0,377.5686,1652.637
1,19,10,1,0,0,1,0.0,385.2741,8124.715
1,23,12,1,0,0,0,5506.308,501.0741,671.3318
1,29,14,1,0,0,0,0.0,679.6734,17814.98
1,18,10,1,0,0,1,0.0,798.9079,9737.154
1,19,9,1,0,0,1,0.0,798.9079,17685.18
1,27,13,0,0,1,0,9381.566,853.7225,0.0
1,18,11,0,0,0,1,3678.231,919.5579,4321.705
1,27,9,1,0,1,1,0.0,934.4454,1773.423
1,22,12,1,0,0,0,5605.852,936.1773,0.0
1,23,10,1,0,1,1,0.0,936.4386,11233.26
1,23,12,0,1,0,0,9385.74,1117.439,559.4432
1,20,11,1,0,0,1,3637.498,1220.836,1085.44
1,17,9,1,0,0,1,1716.509,1253.439,5445.2
1,28,11,1,0,0,1,0.0,1284.079,60307.93
1,26,11,1,0,1,1,0.0,1392.853,1460.36
1,20,11,1,0,0,1,16318.62,1484.994,6943.342
1,24,11,1,0,1,1,824.3886,1666.113,4032.708
1,31,9,1,0,0,1,0.0,1698.607,10363.27
1,23,8,0,0,1,1,0.0,1713.15,4232.309
1,18,10,1,0,0,1,2143.411,1784.274,11141.39
1,29,12,1,0,0,0,10881.94,1817.284,0.0
1,26,11,0,0,0,1,0.0,2226.266,13385.86
1,24,9,1,0,0,1,9154.7,2288.675,4849.559
1,25,12,1,0,0,0,14426.79,2409.274,0.0
1,24,10,1,0,0,1,4250.402,2421.947,1660.508
1,46,8,1,0,0,1,3165.658,2594.723,0.0
1,31,12,0,0,0,0,0.0,2611.218,2484.549
1,19,11,1,0,0,1,2305.026,2615.276,4146.603
1,19,8,1,0,0,1,0.0,2657.057,9970.681
1,27,11,1,0,0,1,2206.94,2666.274,0.0
1,26,11,1,0,1,1,0.0,2754.646,26372.28
1,20,10,1,0,0,1,5005.731,2777.355,5615.189
1,28,10,1,0,0,1,0.0,2836.506,3196.571
1,24,12,1,0,0,0,13765.75,2842.764,6167.681
1,19,8,1,0,0,1,2636.353,2937.264,7535.942
1,23,12,1,0,0,0,6269.341,3039.96,8484.239
1,42,9,1,0,1,1,0.0,3058.531,1294.409
1,25,13,1,0,0,0,12362.93,3090.732,0.0
1,18,9,1,0,0,1,0.0,3287.375,5010.342
1,21,12,1,0,0,0,6473.683,3332.409,9371.037
1,27,10,1,0,0,1,1001.146,3550.075,0.0
1,21,8,1,0,0,1,989.2678,3695.897,4279.613
1,22,9,1,0,0,1,2192.877,3836.986,3462.564
1,31,4,1,0,0,1,8517.589,4023.211,7382.549
1,24,10,1,0,1,1,11703.2,4078.152,0.0
1,29,10,1,0,0,1,0.0,4398.95,0.0
1,29,12,1,0,0,0,9748.387,4878.937,10976.51
1,19,10,0,0,0,1,0.0,5324.109,13829.62
1,19,11,0,1,1,1,5424.485,5463.803,6788.463
1,31,9,1,0,0,1,10717.03,5517.841,9558.501
1,22,10,1,0,1,1,1468.348,5588.664,13228.28
1,21,9,1,0,0,1,6416.47,5749.331,743.6666
1,17,10,1,0,0,1,1291.468,5793.852,5522.788
1,26,12,1,0,1,0,8408.762,5794.831,1424.944
1,20,9,0,1,0,1,12260.78,5875.049,1358.643
1,19,10,1,0,0,1,4121.949,6056.754,0.0
1,26,10,1,0,0,1,25929.68,6788.958,672.8773
1,28,11,1,0,0,1,1929.029,6871.856,0.0
1,22,12,0,1,1,0,492.2305,7055.702,10092.83
1,33,11,1,0,0,1,0.0,7867.916,6281.433
1,22,12,0,0,0,0,6759.994,8455.504,12590.71
1,29,10,0,1,0,1,0.0,8853.674,5112.014
1,33,12,1,0,1,0,20279.95,10941.35,15952.6
1,25,14,1,0,1,0,35040.07,11536.57,36646.95
1,35,9,1,0,1,1,13602.43,13830.64,12803.97
1,35,8,1,0,1,1,13732.07,17976.15,3786.628
1,33,11,1,0,1,1,14660.71,25142.24,4181.942
0,22,14,0,1,0,0,7684.244,5281.452,6014.347
0,38,12,0,0,1,0,25204.01,24940.98,25378.48
0,54,12,0,0,0,0,0.0,0.0,0.0
0,29,6,0,1,1,1,8542.403,6701.177,7196.528
0,31,18,0,0,1,0,16007.21,17179.94,0.0
0,35,12,0,0,1,0,12956.63,8385.871,0.0
0,27,15,0,1,1,0,10495.79,13185.73,0.0
0,18,12,0,0,0,0,4729.67,3328.21,12602.05
0,45,12,0,0,1,0,24185.19,25243.55,0.0
0,23,9,0,0,1,1,9455.422,11228.9,19375.95
0,55,12,0,0,1,0,0.0,5310.097,8516.138
0,44,14,0,1,1,0,0.0,3607.5,0.0
0,25,16,0,0,0,0,14114.56,10949.61,12387.78
0,19,12,0,0,0,0,1112.864,3138.435,16070.28
0,26,16,0,0,1,0,10109.82,13744.31,14381.24
0,22,16,0,0,0,0,0.0,0.0,0.0
0,38,14,0,0,0,0,19424.17,19045.45,21319.16
0,24,12,0,0,0,0,11438.2,14306.47,17964.72
0,21,14,0,0,0,0,4386.798,6450.532,8034.399
0,39,14,0,0,1,0,25862.32,16615.98,24482.97
0,21,12,0,0,0,0,12547.14,13857.1,19328.66
0,21,12,0,0,1,0,18585.6,19106.32,25564.67
0,17,11,0,0,0,1,0.0,589.0161,2467.803
0,30,18,0,0,0,0,4137.971,3827.71,3020.473
0,40,12,0,0,1,0,25862.32,25243.55,25564.67
0,27,11,1,0,1,1,21982.97,10306.89,15445.2
0,28,12,0,0,0,0,4786.489,8752.887,0.0
0,39,13,0,0,1,0,17672.59,8772.581,1644.71
0,42,12,0,0,1,0,25862.32,22212.53,25564.67
0,34,7,0,1,1,1,6896.619,5404.984,8396.442
0,39,12,0,0,1,0,25862.32,25243.55,25564.67
0,28,13,0,0,1,0,25862.32,25243.55,25564.67
0,20,12,0,0,1,0,10691.72,12347.85,5912.384
0,29,12,0,0,1,0,885.5886,0.0,279.2903
0,16,9,0,0,0,1,0.0,0.0,1384.63
0,18,11,0,0,0,1,766.0733,3081.145,6790.154
0,20,12,1,0,0,0,7392.314,12396.19,17765.23
0,32,11,0,0,1,1,22510.02,15427.21,18269.13
0,25,12,0,0,1,0,8679.552,17666.9,17465.25
0,54,12,0,0,1,0,25862.32,25243.55,25564.67
0,31,10,0,0,1,1,17937.09,17960.52,25564.67
0,51,18,0,0,1,0,25862.32,25243.55,25564.67
0,25,12,0,0,0,0,462.387,1355.274,0.0
0,20,12,0,0,0,0,840.5255,2391.871,4270.63
0,44,17,0,0,1,0,15907.29,0.0,0.0
0,35,12,0,0,1,0,20411.64,19056.19,22585.57
0,24,12,0,0,0,0,13513.06,4869.677,11580.94
0,53,3,0,1,1,1,25862.32,24654.53,25564.67
0,25,16,0,0,1,0,60.73727,0.0,0.0
0,48,2,0,1,1,1,19302.7,20662.11,25121.35
0,53,13,0,0,1,0,0.0,7748.516,0.0
0,29,12,0,0,0,0,18854.02,19222.69,13527.11
0,55,12,0,0,1,0,25862.32,25243.55,25564.67
0,38,16,0,0,1,0,25862.32,23299.26,25564.67
0,23,13,0,0,0,0,21528.42,21351.39,24196.29
0,33,17,0,0,1,0,25862.32,25243.55,1847.158
0,43,12,0,1,1,0,8250.473,21437.32,15476.23
0,44,12,0,1,1,0,66.61507,0.0,0.0
0,18,12,0,0,0,0,0.0,3485.758,5980.359
0,51,10,0,0,1,1,25862.32,19817.08,4.43318
0,28,12,0,0,1,0,23464.18,21306.63,22615.13
0,17,14,0,0,0,0,7551.014,5297.565,14818.64
0,18,11,1,0,0,1,1716.318,4139.226,8372.799
0,52,13,0,0,1,0,25862.32,25243.55,0.0
0,34,12,0,0,1,0,25862.32,25243.55,25564.67
0,42,12,0,0,1,0,25862.32,25243.55,25564.67
0,26,16,1,0,1,0,18955.91,17913.97,21427.04
0,21,10,0,1,1,1,16355.96,18255.92,12740.96
0,27,12,0,0,1,0,20844.64,25243.55,25564.67
0,29,12,0,0,1,0,14122.4,14868.63,4040.104
0,51,18,0,0,1,0,22666.76,25243.55,23028.89
0,26,12,0,0,1,0,5495.743,7304.516,25564.67
0,38,11,0,0,1,1,10799.48,6792.484,5172.043
0,32,11,0,0,1,1,19161.63,20710.45,4348.949
0,55,12,0,0,0,0,17135.75,17586.34,17500.72
0,33,12,0,0,1,0,23229.07,22830.19,25564.67
0,43,14,0,0,0,0,16330.49,6967.935,428.5407
0,32,8,1,0,1,1,2621.499,2941.5,0.0
0,25,13,0,0,0,0,10405.67,2397.242,25564.67
0,24,12,0,0,1,0,146.945,4921.597,11507.06
0,53,8,0,0,1,1,22519.81,21073.89,23121.99
0,29,12,0,0,0,0,0.0,0.0,0.0
0,22,15,0,0,0,0,7427.58,7965.145,2274.221
0,29,16,1,0,0,0,4320.183,3108.0,0.0
0,46,7,1,0,1,1,25862.32,22314.58,25564.67
0,19,12,0,0,0,0,4764.937,5698.597,236.4363
0,48,10,0,0,1,1,11281.46,12483.92,6741.389
0,47,12,0,0,1,0,19177.3,18280.98,15740.74
0,24,10,0,0,1,1,0.0,531.7258,41.37634
0,53,12,0,0,1,0,22120.12,22511.52,0.0
0,17,11,0,0,0,1,335.0346,2753.516,13954.17
0,21,10,0,0,0,1,5131.32,2173.452,2921.465
0,32,13,0,0,1,0,12553.02,524.5645,15353.58
0,28,10,0,0,1,1,10415.46,5544.629,10289.41
0,40,7,0,1,1,1,14888.47,19988.95,9461.883
0,29,14,0,0,1,0,25509.65,24599.03,25564.67
0,52,8,0,0,1,1,17829.33,16291.94,3029.339
0,24,12,0,0,1,0,22247.47,20970.05,22443.71
0,34,13,0,0,1,0,25862.32,25243.55,25564.67
0,51,12,0,0,1,0,19812.11,25243.55,6934.971
0,26,13,0,0,1,0,20958.28,25243.55,25564.67
0,22,14,0,0,0,0,1373.446,2422.306,7874.805
0,45,11,0,0,1,1,21455.93,22642.21,17338.17
0,21,8,0,0,1,1,12694.09,14002.11,2164.869
0,47,10,0,0,1,1,23350.54,24951.73,0.0
0,18,13,1,0,0,0,103.8411,59.08065,0.0
0,24,9,0,0,1,1,12362.97,11169.82,19151.34
0,36,12,0,0,1,0,25862.32,25243.55,25564.67
0,37,12,0,0,1,0,23307.44,24269.61,9949.533
0,45,8,0,0,1,1,25862.32,8888.952,25564.67
0,43,12,0,0,1,0,24923.83,17686.6,22043.25
0,21,12,0,0,0,0,8128.998,2939.71,0.0
0,23,12,0,0,1,0,19426.13,17908.6,23569.74
0,24,16,0,0,1,0,11747.76,13618.98,25564.67
0,26,18,0,0,1,0,0.0,21632.47,21873.31
0,32,16,0,1,1,0,25862.32,4307.516,17457.86
0,26,18,0,0,0,0,3356.224,0.0,0.0
0,32,12,0,0,1,0,25862.32,12159.87,21081.25
0,33,13,0,1,1,0,0.0,0.0,0.0
0,50,18,0,0,1,0,25862.32,25243.55,7573.349
0,54,9,0,0,1,1,25862.32,25243.55,25564.67
0,23,6,0,1,1,1,5103.89,5843.613,3239.177
0,29,12,0,0,1,0,14714.09,14277.82,17778.53
0,17,11,0,0,0,1,713.1731,1774.21,2300.82
0,28,14,0,0,0,0,20846.6,22264.45,21103.41
0,18,12,0,0,0,0,1244.134,9023.226,25564.67
0,37,12,0,0,1,0,17750.96,7401.194,23470.73
0,31,9,0,0,0,1,0.0,5394.242,10388.42
0,25,16,0,0,1,0,25862.32,25243.55,20348.29
0,47,12,0,0,1,0,25862.32,22427.37,25564.67
0,32,12,1,0,1,0,19594.63,19867.21,25564.67
0,50,12,0,0,1,0,5762.204,4747.935,4028.283
0,49,6,0,0,1,1,0.0,0.0,0.0
0,45,12,0,0,1,0,25862.32,20415.05,25564.67
0,36,12,0,0,1,0,12255.21,2637.145,0.0
0,53,15,0,0,1,0,0.0,0.0,0.0
0,52,12,0,0,1,0,10864.13,25243.55,20964.51
0,25,12,1,0,0,0,14876.71,15842.56,18048.95
0,53,12,0,0,1,0,21747.86,19219.11,15346.19
0,41,12,0,0,1,0,25635.05,21066.73,22130.43
0,32,9,0,0,1,1,19714.14,16137.97,25564.67
0,22,12,0,0,0,0,15956.27,17423.42,22739.26
0,21,12,0,0,0,0,11475.43,13776.53,11275.05
0,42,12,0,0,1,0,25862.32,25243.55,0.0
0,31,16,0,0,0,0,17797.98,18418.84,19454.27
0,30,18,0,0,1,0,20258.82,23632.26,25564.67
0,39,12,0,0,1,0,2748.851,10838.61,0.0
0,49,14,0,0,0,0,23707.13,19267.45,20890.62
0,54,14,0,0,1,0,19202.77,19437.53,20215.3
0,41,14,0,0,1,0,0.0,0.0,22409.72
0,45,8,0,0,1,1,0.0,0.0,7063.533
0,18,10,0,0,0,1,3352.305,2434.839,15099.41
0,32,12,1,0,0,0,24359.56,25009.02,25564.67
0,44,10,0,0,0,1,25707.54,20898.44,25564.67
0,38,9,0,0,1,1,25348.99,25243.55,18044.52
0,35,12,0,0,1,0,19192.98,25243.55,20008.42
0,54,8,0,0,0,1,18773.69,18622.94,4118.424
0,44,12,0,0,1,0,6348.024,5378.129,0.0
0,29,12,0,0,1,0,21861.5,21849.1,25564.67
0,49,8,0,0,1,1,22461.03,20314.79,12779.38
0,41,5,0,0,1,1,5807.267,13425.63,15167.39
0,29,12,0,0,1,0,15127.5,5295.774,2707.195
0,34,12,0,0,1,0,25862.32,25243.55,25564.67
0,19,12,1,0,0,0,31.34827,3224.371,10757.85
0,19,11,0,0,0,1,0.0,0.0,486.172
0,37,9,1,0,1,1,18709.04,18660.53,20596.55
0,54,8,0,0,1,1,10180.35,7832.661,11447.95
0,40,8,0,0,1,1,25862.32,20794.6,16639.2
0,24,12,0,0,1,0,19126.36,3238.694,25564.67
0,18,11,0,1,0,1,0.0,0.0,6527.118
0,47,8,1,0,1,1,11303.01,12233.27,0.0
0,20,11,0,0,1,1,5166.587,128.9032,4057.837
0,34,12,0,0,1,0,25862.32,25243.55,25564.67
0,35,12,0,0,1,0,19710.22,16037.71,15199.9
0,26,18,0,0,1,0,22557.04,25243.55,25564.67
0,54,12,0,0,1,0,11892.75,15540.0,9679.109
0,35,10,0,1,1,1,25862.32,20372.08,9788.461
0,20,14,0,0,0,0,6722.244,6894.532,13138.47
0,24,16,0,0,1,0,24659.33,25243.55,25564.67
0,26,14,1,0,1,0,21534.3,18044.66,25564.67
0,25,12,0,0,1,0,12398.24,10151.13,13417.76
0,18,12,0,0,0,0,746.4807,1097.468,0.0
0,17,10,0,0,0,1,0.0,1294.403,16863.82
0,23,12,1,0,1,0,14451.55,21449.85,25564.67
0,29,12,0,0,1,0,17008.4,17047.45,22047.68
0,18,12,0,1,0,0,550.554,1641.726,759.5515
0,20,12,0,0,0,0,94.04481,0.0,15031.43
0,42,10,0,0,1,1,25862.32,25243.55,25564.67
0,36,7,0,1,1,1,14964.88,16617.77,20699.99
0,29,12,0,0,0,0,17560.91,19043.66,18405.08
0,28,11,0,0,1,1,25862.32,19528.84,25434.63
0,19,12,0,0,0,0,1820.159,2135.855,11484.89
0,44,12,0,0,0,0,14288.93,13962.73,12661.16
0,20,12,0,1,1,0,4324.102,9050.081,20058.66
0,44,12,0,0,0,0,10589.84,10432.21,11505.58
0,17,10,0,0,0,1,2129.723,2141.226,9201.803
0,37,18,0,0,1,0,25862.32,23428.16,25564.67
0,24,12,0,0,0,0,21718.47,8061.823,19862.12
0,52,16,0,0,1,0,25862.32,25243.55,25564.67
0,29,12,0,0,1,0,18281.92,17656.16,19559.19
0,32,12,1,0,1,0,25492.02,20547.53,24092.85
0,26,16,0,0,0,0,14430.0,16861.26,2583.066
0,25,14,0,0,1,0,4435.78,11193.1,8285.613
0,54,5,1,0,1,1,0.0,0.0,0.0
0,27,16,0,0,1,0,17803.86,21097.16,25564.67
0,19,10,0,0,0,1,2080.741,8774.371,25564.67
0,46,12,0,0,1,0,13546.37,2866.306,4765.668
0,22,15,0,0,1,0,5391.902,11364.97,19528.16
0,17,7,1,0,0,1,1054.086,2286.242,1613.677
0,55,12,0,0,0,0,25862.32,25243.55,25564.67
0,26,12,0,0,1,0,13822.63,15590.13,16557.93
0,54,12,0,0,1,0,7768.493,7392.242,14434.43
0,54,12,0,0,1,0,18197.67,16540.79,15053.6
0,26,14,0,0,1,0,25862.32,25243.55,22823.49
0,19,12,0,1,1,0,1833.874,3442.79,15254.57
0,49,9,0,0,1,1,11508.73,485.1774,15383.13
0,53,12,0,0,0,0,17104.4,5775.581,19965.56
0,24,14,0,0,1,0,16242.32,17790.44,12334.58
0,42,13,1,0,1,0,511.3686,3546.629,11113.98
0,27,12,0,0,1,0,19057.79,19081.26,11976.97
0,49,12,0,0,1,0,25862.32,25243.55,25564.67
0,17,9,0,0,0,1,0.0,0.0,2829.846
0,21,12,0,0,1,0,0.0,0.0,7591.081
0,23,16,0,1,1,0,7882.13,15683.23,15765.86
0,24,12,0,0,0,0,25862.32,25243.55,25564.67
0,51,12,0,0,1,0,21393.23,25243.55,25564.67
0,40,8,0,0,1,1,18667.89,16410.1,20321.7
0,18,11,0,1,0,1,0.0,3039.968,2027.441
0,30,12,0,0,1,0,0.0,0.0,0.0
0,17,11,0,0,0,1,0.0,723.2903,13264.07
0,37,18,0,0,1,0,18926.52,17509.35,19226.7
0,28,14,0,0,1,0,25862.32,25243.55,25564.67
0,55,12,0,0,1,0,0.0,4710.339,0.0
0,51,5,1,0,1,1,23264.33,21462.39,25564.67
0,26,17,0,0,1,0,21912.44,24267.82,25564.67
0,29,18,0,0,1,0,15940.59,25243.55,25564.67
0,27,12,0,0,1,0,11493.06,1906.694,13419.24
0,54,12,0,1,1,0,21457.89,17903.23,19814.84
0,41,7,0,0,1,1,12118.07,15991.16,12909.42
0,52,12,0,0,1,0,25862.32,25243.55,25564.67
0,26,16,0,0,1,0,10029.49,14412.1,16105.74
0,28,14,1,0,1,0,24232.21,23959.89,20948.25
0,24,16,0,0,1,0,17825.41,18434.95,21574.81
0,24,10,0,1,1,1,19288.98,12442.74,21827.5
0,27,12,0,0,1,0,16732.14,17520.1,17206.65
0,35,12,0,0,0,0,15850.47,22137.34,17918.91
0,51,10,0,0,1,1,19030.36,17532.63,0.0
0,55,18,0,0,1,0,25862.32,25243.55,25564.67
0,27,16,0,0,0,0,0.0,0.0,0.0
0,53,12,0,0,1,0,1782.933,1765.258,0.0
0,54,12,0,0,1,0,0.0,0.0,0.0
0,45,12,0,0,0,0,17907.7,20932.45,0.0
0,42,12,0,0,1,0,19365.39,4794.484,66.4977
0,23,12,0,1,1,0,13697.23,15389.61,13259.64
0,29,13,0,0,1,0,17962.56,11590.55,2639.22
0,42,7,0,0,1,1,12121.98,12707.71,8581.158
0,42,9,0,0,1,1,17372.82,14172.19,16189.97
0,33,12,0,0,1,0,20470.42,19419.63,8861.926
0,52,8,0,1,1,1,25717.34,19099.16,25564.67
0,28,16,0,0,1,0,4880.534,18844.94,23033.32
0,54,15,0,0,1,0,19776.84,21100.74,22446.67
0,53,8,0,0,1,1,0.0,25243.55,16231.35
0,22,11,0,0,1,1,15207.83,14464.02,16689.44
0,26,12,0,0,1,0,15378.29,15516.73,17460.82
0,16,10,0,0,0,1,156.7413,41.17742,7573.349
0,48,12,0,0,1,0,25862.32,25243.55,25564.67
0,22,12,0,0,1,0,18699.24,18391.98,23581.56
0,32,14,0,0,1,0,21269.8,1306.935,16385.03
0,19,13,0,0,0,0,17.6334,0.0,14987.1
0,20,12,1,0,0,0,0.0,4434.629,11910.48
0,18,12,1,0,0,0,1579.169,1408.984,3057.416
0,28,8,0,0,1,1,11882.95,9757.258,11201.17
0,17,9,0,0,0,1,0.0,0.0,16043.68
0,41,8,0,1,1,1,2517.658,0.0,0.0
0,51,18,0,0,1,0,25862.32,25243.55,25564.67
0,34,12,0,0,1,0,25862.32,25243.55,25564.67
0,28,10,0,0,1,1,22754.92,14249.18,25564.67
0,17,11,0,1,0,1,803.2994,248.8548,5173.521
0,18,12,0,0,0,0,429.0794,0.0,0.0
0,18,10,0,0,0,1,0.0,5465.855,11419.87
0,19,11,0,1,0,1,0.0,0.0,8708.243
0,27,6,0,1,1,1,18076.2,13323.58,16721.95
0,26,12,0,0,0,0,10693.68,12718.45,8931.379
0,34,11,0,0,1,1,0.0,9680.274,14093.08
0,23,15,0,0,0,0,4780.611,719.7097,10976.55
0,26,12,0,0,1,0,25862.32,13450.69,25564.67
0,54,15,0,0,1,0,9837.479,11495.66,19426.19
0,29,7,0,0,1,1,3115.234,8491.5,5718.802
0,26,14,0,0,0,0,16557.76,14132.81,864.47
0,28,4,1,0,1,1,10438.97,10614.82,2983.53
0,41,12,0,0,1,0,23754.15,23123.81,23846.07
0,52,9,1,0,1,1,23987.3,24718.98,25564.67
0,36,11,0,0,1,1,295.8493,558.5806,628.0338
0,19,12,0,0,0,0,2098.375,7734.194,0.0
0,38,12,1,0,1,0,18912.8,10346.27,8121.585
0,34,14,0,0,1,0,25862.32,25243.55,25564.67
0,26,12,0,0,1,0,6118.79,11363.18,14879.23
0,30,16,0,0,0,0,15968.02,24504.15,25564.67
0,48,8,0,0,1,1,25862.32,25243.55,25564.67
0,28,8,1,0,1,1,14045.98,13246.6,12081.89
0,55,12,1,0,0,0,12842.99,10661.37,8050.654
0,30,12,0,0,1,0,14283.05,16592.71,18311.99
0,33,14,0,0,1,0,25862.32,23721.77,25564.67
0,30,11,1,0,1,1,14561.27,12184.94,15196.94
0,26,16,0,0,0,0,515.2872,12944.03,811.2719
0,36,12,0,0,1,0,25862.32,25243.55,25564.67
0,31,10,0,0,1,1,11977.0,14231.27,20351.25
0,21,12,0,0,1,0,9612.163,12777.53,16865.29
0,31,12,0,0,1,0,19584.83,20014.02,23751.5
