"treat","age","educ","black","hisp","marr","nodegree","re74","re75","re78"
1,26,11,1,0,1,1,0,0,815.67689173959
1,27,10,1,0,0,1,644.998008530159,3441.51500489596,50.117011627302
1,28,8,1,0,0,1,33.8403003361076,0,0
1,22,8,1,0,0,1,570.092542645761,3424.40835715379,4428.9272378464
1,21,10,1,0,1,1,1605.8113844874,5540.16464416184,12581.2429094658
1,21,9,1,0,0,1,6303.38694050867,5848.16222141124,703.324918969813
1,27,10,1,0,0,1,1043.20622352625,3415.04173285629,474.843393669114
1,27,10,1,0,0,1,933.853597688581,3584.8680929731,344.391533456114
1,20,12,1,0,0,0,0,646.866534638994,1959.27729655598
1,25,10,1,0,0,1,33.9015835464344,0,524.339793242907
1,20,12,1,0,0,0,4.2859569624239,146.767184512368,1775.72681246775
1,25,11,1,0,1,1,0,63.1891475690489,0
1,22,16,1,0,0,0,0,246.305113496088,2870.59413607841
1,19,8,1,0,0,1,2430.64182439009,2922.29842201543,7838.33394071902
1,25,12,1,0,0,0,251.258098792415,58.5899148030301,2049.09094667728
1,28,15,1,0,0,0,0,0,9866.45391902744
1,29,14,1,0,0,0,0,457.014855001398,18224.8840906048
1,45,8,1,0,1,1,0,63.9305153792359,3108.39175759142
1,16,9,0,1,0,1,248.13503059036,0,6245.99560765473
1,20,12,1,0,0,0,1283.78354072452,203.020472079528,0
1,23,8,0,0,1,1,0,1699.41674395391,4076.21749798334
1,24,11,1,0,1,1,904.777129045443,1776.6642001826,3999.0723204685
1,23,12,1,0,0,0,0,149.515659064464,3851.39552910925
1,25,12,1,0,0,0,296.30919895664,0,11746.9140842668
1,37,11,1,0,1,1,256.164669345161,94.8802207342559,9868.72317898382
1,46,8,1,0,1,1,0,0,2034.62081564408
1,24,11,1,0,0,1,13.511492096334,194.828081932012,1719.16002461729
1,31,9,1,0,0,1,0,1860.61059586906,9452.25490884852
1,48,4,1,0,0,1,6.56688224951349,0,6169.2108791225
1,27,11,1,0,0,1,166.682974125124,22.9269254464504,8104.10742708357
1,20,12,1,0,0,0,0,0,442.232592707233
1,26,11,1,0,0,1,16.1022039544293,0,17308.0004685856
1,23,11,1,0,1,1,955.161343272835,1483.28324838504,3850.5284658582
1,26,12,1,0,0,0,152.285763144157,0,11399.0557245695
1,24,12,1,0,0,0,0,175.101736059465,12047.7987759915
1,42,14,1,0,0,0,0,184.003844303767,20020.0421411796
1,36,10,1,0,0,1,0,107.437955788694,4666.96774222446
1,25,12,1,0,0,0,0,98.7293128476764,0
1,18,11,1,0,0,1,0,0,0
1,22,12,1,0,0,0,5746.87551573552,877.902087352706,171.25771686916
1,23,12,1,0,1,0,148.079377173887,0,5893.44722964759
1,28,10,1,0,0,1,84.2575357218744,3154.91957653378,2781.90462436878
1,20,12,1,0,0,0,39.8592858170963,352.268195129087,1828.68185993843
1,23,8,0,0,1,1,0,1974.65955026316,4204.6706157375
1,38,11,1,0,0,1,0,0,196.963262110882
1,46,8,1,0,1,1,0,142.505616798159,2794.70617302415
1,19,10,1,0,0,1,4285.04986890985,6095.3819349889,0
1,19,9,1,0,0,1,170.298670514424,176.65177445622,4294.22578844095
1,17,9,1,0,0,1,0,54.8832576738835,1621.85209581483
1,21,12,0,0,0,0,0,0,8150.40788172088
1,23,11,1,0,0,1,0,116.069900113325,0
1,24,10,1,0,0,1,4105.40366262672,2215.06423268569,1489.83338297569
1,19,10,1,0,0,1,0,0,3180.31070143044
1,21,12,1,0,0,0,30.2584280093891,193.365633532852,10060.441700374
1,17,8,1,0,0,1,0,45.9571278725476,7929.57808256885
1,19,10,1,0,0,1,60.2903959592381,0,3039.35861509421
1,23,12,1,0,0,0,0,0,400.765416927692
1,26,10,1,0,1,1,0,0,19105.6566765195
1,21,9,1,0,0,1,6453.07516840736,6011.11924858174,484.403390139046
1,18,11,0,0,0,1,3046.16333132486,869.262116019727,4116.83635673834
1,25,12,1,0,0,0,746.950534652375,0,2631.24313622701
1,24,10,1,0,0,1,0,124.260230404275,256.037775197699
1,18,11,0,0,0,1,3433.96179402182,898.0058449271,4173.75057359212
1,24,11,0,0,0,1,24.1763828108476,240.676022416361,19168.4292740895
1,42,12,1,0,0,0,0,177.595173778723,2727.42961854201
1,40,11,1,0,0,1,393.594015033546,0,22606.6324232899
1,22,11,0,0,0,1,229.61434792066,0,1461.78401488995
1,27,11,1,0,0,1,0,0,191.81980637173
1,24,12,1,0,0,0,177.45280490122,0,11266.5523907295
1,32,12,0,0,1,0,0,0,11830.170049523
1,28,11,1,0,0,1,1803.23255562463,6831.10273525092,248.850112365842
1,43,9,1,0,1,1,0,2960.0093788269,270.127167033336
1,20,12,1,0,0,0,207.545380726049,0,10281.4008646173
1,24,11,1,0,0,1,147.582032841421,0,1727.5277286842
1,25,12,1,0,0,0,0,199.162716154678,2465.36709203174
1,31,11,1,0,1,1,0,0,8397.32312091603
1,17,10,1,0,0,1,0,136.537201388374,948.551474120284
1,29,14,1,0,0,0,0,561.747765303749,18053.4455084677
1,26,11,0,0,0,1,0,2191.3933505504,13832.3833995895
1,19,10,1,0,0,1,4679.12839679012,6163.35099290205,385.390328423603
1,27,12,1,0,0,0,2373.39326200497,390.664841002869,21451.2658295997
1,22,12,0,1,1,0,408.542461954554,7071.47045391031,9581.0348256214
1,29,10,1,0,0,1,239.645619815431,4505.13956146217,280.957592271425
1,46,13,1,0,0,0,0,96.1474527412578,1112.24106916951
1,23,8,0,0,1,1,0,1848.91335287195,4405.22001558796
1,25,8,1,0,0,1,101.132590312865,152.448393976944,0
1,19,10,0,0,0,1,0,5425.60640711596,13736.5272222214
1,43,9,1,0,0,1,0,204.108564508094,339.467965980391
1,31,11,1,0,1,1,0,0,15107.9608146999
1,21,8,1,0,0,1,1050.60943555411,3340.02071017898,5207.34796455709
1,27,8,1,0,0,1,0,0,0
1,22,9,1,0,0,1,6673.32525181516,5795.78620505668,0
1,23,9,1,0,0,1,42.2036594354634,154.052435269424,4663.37133792624
1,24,11,1,0,0,1,0,81.9958154065462,759.328721376599
1,19,10,1,0,0,1,9.16781091401864,126.605429740392,3468.59197211219
1,19,8,1,0,0,1,2819.85563728733,2794.89779393941,7535.86163568353
1,20,9,1,0,0,1,6160.64296391564,184.856881317201,8606.8394140802
1,28,11,1,0,0,1,337.334091731887,21.3970930348623,678.347630594616
1,22,12,1,0,0,0,5547.33782999756,1211.84478774787,0
1,32,8,1,0,0,1,0,366.528852323141,0
1,48,4,1,0,0,1,0,345.50777573182,7234.02491822323
1,40,11,1,0,0,1,270.854638029171,0,23004.717459116
1,23,12,1,0,0,0,223.356630081232,363.330283202159,5198.86568304823
1,31,11,1,0,1,1,77.5655022222524,0,14320.0911522447
1,24,11,1,0,1,1,640.682693919914,1517.75026173666,3363.2845151918
1,27,10,1,0,1,1,58.0294924764036,0,19473.4140516616
1,31,11,1,0,1,1,199.364210740717,74.4717282801056,13686.5054509789
1,18,8,1,0,0,1,0,0,0
1,25,12,1,0,0,0,0,0,3249.19194638326
1,23,12,1,0,0,0,29.4652188572693,112.750699691686,0
1,21,12,1,0,0,0,6412.92888622689,3453.21559386084,9435.57300893283
1,42,9,1,0,1,1,0,3046.24011257715,946.451715880785
1,29,13,1,0,0,0,0,0,7051.19256828521
1,31,11,1,0,1,1,33.8623757873308,64.8548098102986,8607.00687666952
1,46,13,1,0,0,0,26.5298999756432,0,787.265950536337
1,38,12,0,0,0,0,40.720953599033,255.37043853319,5050.28981963018
1,26,13,1,0,0,0,0,39.4504311854202,309.156242869161
1,23,12,1,0,0,0,0,41.2988490013057,227.479736195591
1,29,11,1,0,0,1,0,0,535.611959010976
1,22,12,1,0,0,0,146.218294190339,152.995421050241,18433.8526359144
1,26,10,1,0,1,1,2496.57777061409,0,114.445833463903
1,28,10,1,0,0,1,142.106804774303,4627.30519409003,0
1,30,11,1,0,1,1,270.603372393144,167.402312156728,1080.49258651361
1,22,12,1,0,0,0,0,91.9982126761385,18965.6191994357
1,19,8,1,0,0,1,3047.42627741271,2814.46949826518,7265.02678841162
1,30,11,1,0,0,1,139.355011182183,0,10.1375516292355
1,45,5,1,0,1,1,0,134.39848421841,9012.07629168594
1,38,12,0,0,0,0,71.4068218665143,1.65137668102089,4524.77905082415
1,17,9,1,0,0,1,470.01802988272,133.842961112076,0
1,23,11,1,0,0,1,160.395521048328,0,298.910211557054
1,26,11,1,0,0,1,0,23.8159795128959,0
1,25,11,1,0,0,1,0,8.65676954814973,731.287020229856
1,21,12,1,0,0,0,375.370894681537,0,9816.44636812261
1,22,12,1,0,0,0,6125.16000952525,2854.65789457695,8942.45818484228
1,19,10,1,0,0,1,0,143.606816947801,2651.89201522901
0,19,12,0,0,0,0,0,2450.952,10185.97
0,16,10,0,1,0,1,0,712.5484,6233.051
0,20,12,1,0,0,0,5099.971,3842.032,12718.79
0,21,11,0,0,0,1,3714.77,3041.758,13999.98
0,19,14,0,0,0,0,523.1242,0,789.106
0,55,4,0,0,1,1,5487.906,4798.065,0
0,29,12,0,1,1,0,4496.517,0,14202.43
0,23,6,0,1,1,1,5103.89,5843.613,3239.177
0,55,12,0,0,0,0,6118.79,6237.484,5056.78
0,36,16,0,0,1,0,0,0,0
0,49,8,0,0,1,1,0,0,0
0,17,11,0,0,0,1,1344.057,1448.371,7588.126
0,43,12,1,0,1,0,0,0,0
0,16,10,0,0,0,1,0,0,1399.407
0,18,12,0,1,0,0,5039.234,2701.597,0
0,50,12,0,0,1,0,1798.607,6224.952,17289.4
0,23,15,0,0,0,0,4780.611,719.7097,10976.55
0,19,12,0,0,0,0,0,0,0
0,52,8,0,0,1,1,0,0,0
0,43,14,0,0,1,0,0,0,0
0,16,10,0,1,0,1,634.8024,1165.5,0
0,22,16,0,0,1,0,1759.422,4568.903,0
0,19,13,0,0,0,0,5035.316,5075.565,7233.472
0,28,12,0,0,1,0,0,5714.71,1870.802
0,46,16,0,1,1,0,4792.367,5329.79,4319.395
0,33,12,0,0,1,0,0,0,0
0,18,11,0,0,0,1,4825.674,7999.161,13003.99
0,33,12,0,0,0,0,0,0,0
0,18,12,0,0,0,0,2433.409,3786.532,0
0,18,9,0,0,0,1,538.7984,4252.016,0
0,52,9,0,0,1,1,0,0,0
0,20,12,0,0,0,0,4202.627,7320.629,16680.58
0,44,12,0,0,1,0,2329.568,2499.29,19210.45
0,25,16,0,0,1,0,0,0,0
0,21,13,0,0,0,0,0,2275.5,2985.008
0,16,9,0,0,0,1,0,168.2903,1074.307
0,16,9,0,0,0,1,0,2323.839,2625.92
0,18,10,0,0,0,1,3352.305,2434.839,15099.41
0,26,14,0,0,1,0,4041.967,6258.968,18841.01
0,43,12,0,0,1,0,0,0,0
0,27,8,0,0,1,1,2259.035,1152.968,1857.502
0,54,10,0,0,1,1,5668.159,7424.468,6915.76
0,24,12,0,0,0,0,6606.648,4515.194,2045.174
0,17,10,0,0,0,1,127.3523,350.9032,5643.438
0,20,12,0,0,0,0,840.5255,2391.871,4270.63
0,19,12,0,0,0,0,1297.035,4490.129,10988.37
0,23,13,0,0,0,0,3242.587,6004.742,5871.008
0,18,10,0,0,0,1,0,0,13513.81
0,18,11,0,0,0,1,766.0733,3081.145,6790.154
0,17,8,0,1,0,1,6534.155,8060.032,3079.582
0,19,12,0,0,0,0,0,490.5484,9996.82
0,31,14,0,0,1,0,0,0,0
0,49,16,0,0,1,0,0,0,0
0,20,14,0,0,1,0,5248.876,6445.161,11811.47
0,17,10,0,0,0,1,0,248.8548,0
0,28,13,0,0,1,0,0,0,0
0,17,11,0,0,0,1,713.1731,1774.21,2300.82
0,26,14,0,0,1,0,5662.281,5057.661,2822.458
0,17,8,0,1,0,1,391.8534,300.7742,18891.26
0,43,16,0,0,1,0,0,1965.774,0
0,17,11,0,0,0,1,0,100.2581,0
0,54,6,0,1,1,1,1383.242,5084.516,2036.307
0,52,15,0,0,1,0,4557.255,6753.097,1935.822
0,16,9,0,0,0,1,0,0,0
0,28,17,0,0,1,0,1763.34,1788.532,3103.226
0,26,13,0,0,0,0,58.778,50.12903,31.03226
0,16,9,0,0,0,1,0,0,4473.078
0,52,15,0,0,1,0,0,0,0
0,25,14,0,0,0,0,0,0,0
0,16,10,0,0,0,1,0,4132.065,6301.026
0,19,9,1,0,0,1,1761.381,3485.758,1179.226
0,42,18,0,0,1,0,0,0,0
0,20,13,0,0,0,0,2366.794,3317.468,4793.745
0,32,12,0,0,1,0,0,0,0
0,16,9,0,0,0,1,1959.267,6882,16705.7
0,51,16,0,0,1,0,1461.613,5191.935,0
0,27,18,0,0,0,0,2284.505,0,0
0,22,15,0,0,0,0,5064.705,6337.742,20136.98
0,31,15,0,0,1,0,0,0,0
0,43,5,0,0,1,1,0,0,0
0,20,14,0,0,0,0,3201.442,3614.661,13008.43
0,54,12,0,0,1,0,0,0,0
0,25,9,0,1,1,1,1396.957,6210.629,2036.307
0,23,12,0,0,0,0,3221.035,932.7581,0
0,55,9,0,0,1,1,3393.45,3226.161,6073.456
0,48,11,0,0,1,1,0,0,0
0,26,12,0,0,0,0,0,1972.935,0
0,41,12,0,0,1,0,0,0,0
0,20,13,0,0,0,0,317.4012,214.8387,0
0,36,18,0,0,0,0,0,0,0
0,44,15,0,0,1,0,0,0,0
0,48,17,0,0,1,0,0,0,0
0,21,14,0,0,0,0,107.7597,293.6129,7698.955
0,24,12,1,0,0,0,4802.163,0,8853.06
0,25,12,0,0,0,0,1318.587,0,3871.644
0,21,14,0,0,0,0,3544.314,3279.871,1634.366
0,18,10,1,0,0,1,2999.637,3836.661,8180.694
0,54,12,0,0,0,0,0,0,0
0,19,9,1,0,0,1,384.0163,0,0
0,16,10,0,0,0,1,0,0,2917.032
0,18,11,0,0,0,1,0,0,10150.5
0,25,12,0,0,0,0,0,0,0
0,18,11,0,0,0,1,848.3625,1312.306,2388.006
0,53,12,0,0,1,0,1782.933,1765.258,0
0,36,18,0,0,0,0,0,0,0
0,22,13,0,1,0,0,6404.843,7882.79,9453.017
0,18,9,0,0,0,1,0,701.8065,11286.88
0,23,15,0,0,1,0,2819.385,5254.597,437.4071
0,42,13,1,0,1,0,511.3686,3546.629,11113.98
0,45,8,0,0,1,1,0,0,7063.533
0,55,8,1,0,1,1,1328.383,1498.5,1631.41
0,17,10,0,0,0,1,0,205.8871,7291.103
0,23,16,0,0,0,0,1824.077,1197.726,6584.75
0,34,12,0,0,1,0,135.1894,0,0
0,32,16,0,0,0,0,5583.91,8034.968,5631.616
0,17,10,0,0,0,1,0,0,4193.788
0,18,12,0,0,0,0,5162.668,4633.355,5579.896
0,18,12,0,1,0,0,550.554,1641.726,759.5515
0,55,12,0,0,1,0,0,5310.097,8516.138
0,30,14,0,0,1,0,0,0,25564.67
0,16,10,0,0,0,1,0,0,13535.98
0,19,12,0,0,0,0,0,1681.113,2522.479
0,20,9,0,0,0,1,6332.35,152.1774,5098.157
0,17,10,0,0,0,1,0,0,9365.831
0,31,6,0,0,0,1,2666.562,1321.258,0
0,20,13,0,0,0,0,3857.796,5190.145,10884.93
0,24,12,1,0,1,0,2355.039,0,2448.593
0,16,10,0,0,0,1,0,161.129,829.0046
0,16,9,0,0,0,1,0,519.1935,4063.748
0,31,18,0,0,0,0,3951.841,882.629,4177.533
0,19,12,0,0,0,0,1112.864,3138.435,16070.28
0,29,12,0,0,1,0,0,0,0
0,53,11,0,0,1,1,0,0,0
0,23,12,0,0,1,0,3838.204,0,5151.355
0,42,12,0,0,0,0,1880.896,4952.032,0
0,18,12,0,0,0,0,0,408.1935,21608.8
0,19,10,0,0,0,1,1933.796,112.7903,675.321
0,20,11,0,0,1,1,5166.587,128.9032,4057.837
0,19,11,0,0,0,1,3454.187,6960.774,21384.18
0,27,17,0,0,0,0,677.9063,0,7440.353
0,47,6,0,0,1,1,0,0,0
0,16,9,0,0,0,1,444.7536,708.9677,2554.989
0,19,13,0,0,0,0,101.8819,3245.855,9309.677
0,19,13,0,0,0,0,2415.776,5403.194,3913.02
0,16,8,0,0,0,1,0,0,11951.85
0,27,12,0,0,1,0,1906.367,0,23622.94
0,16,8,0,0,0,1,0,0,3997.25
0,17,11,0,0,0,1,1312.709,3453.532,0
0,50,7,0,0,1,1,2309.976,988.2581,1318.132
0,29,12,0,0,1,0,885.5886,0,279.2903
0,17,11,0,0,0,1,864.0367,5669.952,1579.69
0,31,18,0,0,1,0,0,0,747.7296
0,17,9,0,0,0,1,0,0,2829.846
0,21,8,0,0,1,1,88.16701,7607.081,10282.02
0,19,13,0,0,0,0,3420.88,4153.548,6250.783
0,36,8,0,0,1,1,0,28.64516,0
0,18,8,0,0,0,1,581.9022,1462.694,6906.894
0,31,12,0,0,0,0,6156.016,0,4094.78
0,18,11,0,0,0,1,1346.016,3174.242,2148.614
0,41,14,0,0,1,0,0,0,22409.72
0,29,16,1,0,0,0,4320.183,3108,0
0,53,10,0,0,1,1,0,0,0
0,16,10,0,0,0,1,907.1405,2621.032,5729.146
0,21,11,0,0,0,1,109.7189,150.3871,6002.525
0,20,12,0,0,0,0,3036.864,587.2258,1029.975
0,24,16,0,0,1,0,628.9246,0,0
0,19,12,0,0,0,0,1820.159,2135.855,11484.89
0,19,10,0,0,0,1,31.34827,1074.194,0
0,46,3,0,0,1,1,1302.912,3774,2365.84
0,25,16,1,0,1,0,1238.257,218.4194,0
0,22,10,0,0,0,1,2715.544,1516.403,1250.157
0,18,12,0,0,0,0,5556.481,7417.306,25564.67
0,25,12,0,0,1,0,907.1405,435.0484,0
0,30,14,0,1,0,0,6157.976,392.0806,2636.264
0,18,10,0,0,0,1,0,630.1935,15928.41
0,25,12,0,0,0,0,5866.045,6103.21,13804.92
0,16,10,0,0,0,1,0,4567.113,15525
0,19,13,0,0,0,0,1581.128,153.9677,4877.975
0,20,11,0,0,1,1,5822.941,3532.306,11075.56
0,17,9,0,0,0,1,0,324.0484,5412.912
0,26,12,0,0,1,0,0,0,0
0,25,16,0,0,1,0,0,3552,10867.2
0,18,12,0,0,0,0,0,0,0
0,23,13,0,0,1,0,1171.642,6726.242,5532.608
0,25,11,0,0,0,1,4994.171,0,8355.066
0,16,10,0,0,0,1,881.6701,2391.871,10747.51
0,23,16,0,0,1,0,481.9796,7302.726,20507.89
0,16,9,0,0,0,1,0,1367.806,4195.266
0,18,12,0,0,0,0,3507.088,3526.935,11252.89
0,17,10,0,0,0,1,0,0,0
0,19,12,0,0,0,0,4335.857,4687.065,21407.82
0,26,13,0,0,0,0,0,3222.581,0
0,18,12,0,0,0,0,1222.582,6856.935,8966.845
0,20,11,0,0,0,1,1110.904,2076.774,12065.64
0,22,16,0,0,0,0,2682.236,3039.968,18357.8
0,41,12,0,0,0,0,0,0,0
0,16,7,0,1,0,1,289.9715,0,7515.717
0,34,15,0,0,0,0,0,0,0
0,19,13,0,0,0,0,17.6334,0,14987.1
0,28,15,1,0,1,0,6383.291,1598.758,4267.674
0,21,15,0,0,1,0,5597.625,674.9516,22165.9
0,18,11,0,0,0,1,76.41141,499.5,0
0,40,7,0,0,1,1,0,0,1105.339
0,28,16,0,0,1,0,0,0,432.9739
0,20,12,0,0,0,0,1829.955,7141.597,8783.607
0,19,8,0,1,0,1,2823.303,3227.952,338.3994
0,53,13,0,0,1,0,0,0,0
0,16,9,0,0,0,1,0,0,9680.587
0,25,0,0,1,1,1,6044.338,3188.565,3580.531
0,18,11,0,1,0,1,0,3039.968,2027.441
0,18,11,0,0,0,1,327.1976,0,964.9555
0,21,12,0,0,1,0,176.334,6285.823,0
0,17,10,0,0,0,1,0,1294.403,16863.82
0,19,13,0,0,0,0,0,2544.048,6170.986
0,31,9,0,0,0,1,0,5394.242,10388.42
0,40,10,0,1,1,1,0,0,0
0,18,11,0,0,0,1,0,0,7821.607
0,17,8,0,0,0,1,354.6273,879.0484,3252.476
0,22,4,0,1,1,1,3181.849,8076.145,13066.06
0,16,9,0,0,0,1,0,916.6452,729.9969
0,45,12,0,0,0,0,4473.006,608.7097,0
0,20,12,0,0,0,0,3728.485,0,0
0,20,12,0,0,0,0,509.4094,3775.79,0
0,21,11,1,0,0,1,1890.692,1369.597,16685.01
0,23,12,0,0,1,0,4954.986,2771.419,0
0,29,15,0,0,1,0,0,0,0
0,21,14,0,0,0,0,1761.381,1985.468,15448.15
0,17,14,0,0,0,0,1780.974,6615.242,10748.98
0,18,12,0,0,0,0,5630.933,7496.081,17958.81
0,21,16,0,0,0,0,4702.24,6892.742,25564.67
0,24,10,0,0,1,1,0,531.7258,41.37634
0,16,9,0,1,0,1,0,0,5217.853
0,45,14,0,0,1,0,240.9898,0,0
0,21,10,0,0,0,1,5131.32,2173.452,2921.465
0,36,12,0,0,1,0,385.9756,0,12188.29
0,18,10,0,0,1,1,4112.501,2282.661,2114.627
0,18,11,0,0,0,1,74.45214,0,1751.106
0,50,12,0,0,1,0,5762.204,4747.935,4028.283
0,16,9,0,0,0,1,0,780.5806,6215.318
0,50,16,0,0,1,0,0,0,0
0,36,18,0,0,1,0,0,0,0
0,19,12,0,0,0,0,503.5316,1731.242,1259.023
0,31,11,1,0,1,1,0,0,0
0,18,9,0,0,0,1,0,0,7889.582
0,17,9,0,1,1,1,540.7576,2228.952,5921.25
0,41,18,0,0,1,0,0,0,82.75269
0,17,9,1,0,0,1,0,157.5484,817.1828
0,53,12,0,0,1,0,2917.348,1801.065,1338.82
0,17,11,0,1,0,1,670.0692,683.9032,1563.435
0,16,10,0,0,0,1,1210.827,3226.161,17565.74
0,18,10,0,0,0,1,0,2262.968,0
0,19,11,0,1,0,1,0,0,8708.243
0,55,12,0,0,1,0,0,4710.339,0
0,22,12,0,0,0,0,5444.802,5899.113,9702.753
0,18,10,0,0,0,1,3371.898,4726.452,9322.977
0,46,12,0,0,1,0,0,0,0
0,27,12,1,0,1,0,3277.853,1482.387,2389.484
0,43,13,0,0,1,0,493.7352,0,0
0,32,13,0,1,0,0,0,1305.145,6333.536
0,18,11,0,0,0,1,0,6253.597,12222.28
0,50,9,0,0,1,1,6400.925,6482.758,12854.74
0,24,12,0,0,1,0,146.945,4921.597,11507.06
0,18,12,0,0,0,0,129.3116,3917.226,4985.849
0,17,9,0,0,0,1,0,710.7581,12160.21
0,19,12,0,0,0,0,5499.662,7809.387,16503.25
0,31,14,0,0,1,0,0,0,22199.89
0,33,11,0,0,1,1,2725.34,2236.113,10732.73
0,55,10,0,0,1,1,0,0,0
0,23,13,0,0,0,0,601.4949,1394.661,4975.505
0,16,10,0,0,0,1,92.08554,379.5484,2439.727
0,46,12,0,0,1,0,1091.312,1937.129,1065.441
0,16,8,0,0,1,1,0,0,4914.919
0,30,12,0,0,1,0,0,0,24502.18
0,17,11,0,0,0,1,0,936.3387,11377.02
0,17,11,0,0,0,1,3769.629,5315.468,4694.737
0,49,12,0,0,1,0,0,0,25564.67
0,29,16,0,0,0,0,462.387,1469.855,3935.186
0,23,15,0,0,1,0,1251.971,4563.532,4679.96
0,43,15,0,0,1,0,2121.886,3260.177,0
0,53,6,0,0,1,1,5636.811,7535.468,6326.147
0,41,11,0,0,0,1,148.9043,3448.161,487.6498
0,27,17,0,0,0,0,0,2647.887,17924.82
0,19,12,0,0,0,0,0,3220.79,3180.068
0,18,12,1,0,0,0,1579.169,1408.984,3057.416
0,36,7,1,0,0,1,3258.261,769.8387,3570.187
0,26,16,0,0,0,0,2840.937,0,13544.84
0,16,9,0,0,0,1,0,0,1384.63
0,23,11,0,0,1,1,4161.483,1595.177,4637.106
0,42,6,0,0,1,1,2793.914,4642.306,6905.416
0,16,10,0,0,0,1,156.7413,41.17742,7573.349
0,21,12,0,0,0,0,0,3435.629,0
0,36,1,1,0,0,1,348.7495,0,0
0,16,10,0,0,0,1,0,0,12902.03
0,44,12,0,1,1,0,66.61507,0,0
0,25,12,0,0,1,0,1822.118,93.09677,0
0,19,12,0,0,0,0,4764.937,5698.597,236.4363
0,21,8,0,0,1,1,5699.507,388.5,8844.194
0,17,11,0,0,0,1,0,0,1609.244
0,17,10,0,0,0,1,1197.112,4411.355,7966.424
0,20,12,0,0,1,0,0,0,0
0,29,12,0,0,0,0,0,0,0
0,22,14,0,0,0,0,1373.446,2422.306,7874.805
0,18,12,0,0,0,0,429.0794,0,0
0,17,9,0,0,0,1,0,0,16043.68
0,26,9,0,1,1,1,521.165,2631.774,16294.89
0,21,10,1,0,0,1,5387.984,2264.758,690.0983
0,23,13,0,0,0,0,458.4684,438.629,0
0,55,9,0,1,1,1,5125.442,5251.016,1569.346
0,16,10,0,0,0,1,1091.312,1430.468,11511.49
0,32,12,0,0,1,0,0,0,0
0,23,13,0,0,1,0,5632.892,4597.548,8536.826
0,36,11,0,0,1,1,295.8493,558.5806,628.0338
0,19,12,0,0,0,0,2813.507,1978.306,6475.398
0,22,15,0,1,0,0,0,1781.371,25564.67
0,39,15,0,0,1,0,0,0,0
0,47,12,0,0,1,0,0,0,0
0,18,11,1,0,0,1,1716.318,4139.226,8372.799
0,20,12,0,1,0,0,3317.039,4346.903,0
0,31,12,0,0,1,0,2411.857,1258.597,1513.192
0,19,12,0,1,0,0,2560.762,3931.548,17813.99
0,21,14,0,0,1,0,2355.039,3500.081,8765.874
0,34,13,0,0,0,0,0,0,0
0,55,0,0,0,1,1,4269.242,4024.645,4377.026
0,53,13,0,0,1,0,0,0,0
0,18,10,0,0,0,1,0,5465.855,11419.87
0,22,16,0,0,0,0,6130.546,1713.339,13064.58
0,28,12,0,0,0,0,940.4481,6803.226,0
0,21,14,0,0,0,0,0,1446.581,25539.55
0,18,13,1,0,0,0,103.8411,59.08065,0
0,21,14,0,0,0,0,4386.798,6450.532,8034.399
0,27,18,0,0,1,0,0,0,0
0,18,12,0,0,0,0,4794.326,5005.742,16246.13
